id,prénom,nom,nom_complet,genre,annee_naissance,municipalité,région,lieu,lat,long
83451,Anna,Mancuso,Anna Mancuso,f,1971,Montréal,Montréal,Québec,45.5031824,-73.5698065
91526,Nicolas,Marceau,Nicolas Marceau,m,1964,Montréal,Montréal,Québec,45.5031824,-73.5698065
20436,Jacques,Marcotte,Jacques Marcotte,m,1945,Sainte-Catherine-de-la-Jacques-Cartier,Capitale-Nationale,Québec,46.8443807,-71.615023
52046,Yvon,Marcoux,Yvon Marcoux,m,1941,Saint-Lambert-de-Lauzon,Chaudière-Appalaches,Québec,46.58671,-71.213379
86045,Vincent,Marissal,Vincent Marissal,m,1968,Granby,Estrie,Québec,45.3990409,-72.721834
95075,Pauline,Marois,Pauline Marois,f,1949,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
36539,Pierre,Marsan,Pierre Marsan,m,1948,Montréal,Montréal,Québec,45.5031824,-73.5698065
40328,Donald,Martel,Donald Martel,m,1964,Grand-Mère,Mauricie,Québec,46.612894,-72.69516
68409,Manon,Massé,Manon Massé,f,1963,Windsor,Estrie,Québec,45.5697799,-72.0034954
46350,Michel,Matte,Michel Matte,m,1949,Saint-Alban,Capitale-Nationale,Québec,46.71821,-72.078896
28898,Danielle,McCann,Danielle McCann,f,1952,,,Québec,,
13966,Désirée,McGraw,Désirée McGraw,f,1970,Montréal,Montréal,Québec,45.5031824,-73.5698065
76485,Scott,McKay,Scott McKay,m,1960,Montréal-Est,Montréal,Québec,45.6309797,-73.4977437
57403,Isabelle,Melançon,Isabelle Melançon,f,1974,Montréal,Montréal,Québec,45.5031824,-73.5698065
34326,Nicole,Ménard,Nicole Ménard,f,1948,Saint-Constant,Montérégie,Québec,45.3724897,-73.5704589
47471,Serge,Ménard,Serge Ménard,m,1941,Montréal,Montréal,Québec,45.5031824,-73.5698065
13459,Éric,Mercier,Éric Mercier,m,1967,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
11874,Richard,Merlini,Richard Merlini,m,1965,Montréal,Montréal,Québec,45.5031824,-73.5698065
65166,Lucille,Méthé,Lucille Méthé,f,1957,Henryville,Montérégie,Québec,45.137008,-73.191605
21188,Robert,Middlemiss,Robert Middlemiss,m,1935,Aylmer,Outaouais,Québec,45.3950895,-75.8442452
19373,Yves,Montigny,Yves Montigny,m,1971,Baie-Comeau,Côte-Nord,Québec,49.2118373,-68.1801406
13539,Marie,Montpetit,Marie Montpetit,f,1979,Sainte-Marthe,Montérégie,Québec,45.4058059,-74.2970407
47638,Johanne,Morasse,Johanne Morasse,f,1957,Duparquet,Abitibi-Témiscamingue,Québec,48.5026134,-79.2224096
63064,Pierre,Moreau,Pierre Moreau,m,1957,Verchères,Montérégie,Québec,45.7727845,-73.355442
10478,André,Morin,André Morin,m,1961,Montréal,Montréal,Québec,45.5031824,-73.5698065
95110,Claude,Morin,Claude Morin,m,1953,Saint-Gédéon-de-Beauce,Chaudière-Appalaches,Québec,45.853434,-70.641747
79460,Michel,Morin,Michel Morin,m,1948,Saint-Célestin,Centre-du-Québec,Québec,46.2000308,-72.42299584667924
21201,Norbert,Morin,Norbert Morin,m,1945,Saint-François-de-la-Rivière-du-Sud,Chaudière-Appalaches,Québec,46.887181,-70.714531
39777,Catherine,Morissette,Catherine Morissette,f,1979,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
74593,Thomas,Mulcair,Thomas Mulcair,m,1954,Ottawa,,Ontario,,
44263,Gabriel,Nadeau-Dubois,Gabriel Nadeau-Dubois,m,1990,Montréal,Montréal,Québec,45.5031824,-73.5698065
48329,Marie-Claude,Nichols,Marie-Claude Nichols,f,1973,Terrebonne,Lanaudière,Québec,45.7081005,-73.6515157
98588,Nathalie,Normandeau,Nathalie Normandeau,f,1968,Maria,Gaspésie–Îles-de-la-Madeleine,Québec,48.1741357,-65.9822498
65232,Martin,Ouellet,Martin Ouellet,m,1977,Baie-Comeau,Côte-Nord,Québec,49.2118373,-68.1801406
78559,Martine,Ouellet,Martine Ouellet,f,1969,Longueuil,Montérégie,Québec,45.521906,-73.4644578
59145,Guy,Ouellette,Guy Ouellette,m,1951,Sherbrooke,Estrie,Québec,45.403271,-71.889038
38679,François,Ouimet,François Ouimet,m,1959,Montréal,Montréal,Québec,45.5031824,-73.5698065
52470,Gilles,Ouimet,Gilles Ouimet,m,1962,Montréal,Montréal,Québec,45.5031824,-73.5698065
46095,Sylvain,Pagé,Sylvain Pagé,m,1961,Mont-Laurier,Laurentides,Québec,46.5524071,-75.4968899
71045,Lucie,Papineau,Lucie Papineau,f,1946,Laval-des-Rapides,Laval,Québec,45.5564172,-73.7005593
24488,Alain,Paquet,Alain Paquet,m,1961,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
34534,Jean-Pierre,Paquin,Jean-Pierre Paquin,m,1948,Montréal,Montréal,Québec,45.5031824,-73.5698065
23348,Roger,Paquin,Roger Paquin,m,1947,Montréal,Montréal,Québec,45.5031824,-73.5698065
36496,François,Paradis,François Paradis,m,1957,Sorel,Montérégie,Québec,46.044404,-73.104744
21110,Pascal,Paradis,Pascal Paradis,m,1970,,,,,
93523,Pierre,Paradis,Pierre Paradis,m,1950,Bedford,Estrie,Québec,45.120537,-72.988701
52128,Jean-Guy,Paré,Jean-Guy Paré,m,1947,Warwick,Centre-du-Québec,Québec,45.945659,-71.990662
26355,David,Payne,David Payne,m,1944,Middlesbrough,,Angleterre,,
63012,André,Pelletier,André Pelletier,m,1941,Évain,Abitibi-Témiscamingue,Québec,48.2406459,-79.1302938
25785,Benoît,Pelletier,Benoît Pelletier,m,1960,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
45938,Émilien,Pelletier,Émilien Pelletier,m,1945,Rivière-Bleue,Bas-Saint-Laurent,Québec,47.434126,-69.044952
51468,Irvin,Pelletier,Irvin Pelletier,m,1946,Sayabec,Bas-Saint-Laurent,Québec,48.566157,-67.688141
36692,Robert,Perreault,Robert Perreault,m,1947,Sainte-Anne-de-la-Pérade,Mauricie,Québec,46.5714957,-72.2086114
36811,Sarah,Perreault,Sarah Perreault,f,1962,Chicoutimi,Saguenay–Lac-Saint-Jean,Québec,48.3370248,-71.12352613559267
92340,Méganne,Perry Mélançon,Méganne Perry Mélançon,f,1990,Gaspé,Gaspésie–Îles-de-la-Madeleine,Québec,48.8317223,-64.4837569
71570,Marc,Picard,Marc Picard,m,1955,Saint-Raphaël,Chaudière-Appalaches,Québec,46.795594,-70.755386
81431,Marilyne,Picard,Marilyne Picard,f,1982,,,,,
89478,Michel,Pigeon,Michel Pigeon,m,1945,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
38517,Claude,Pinard,Claude Pinard,m,1949,Shawinigan-Sud,Mauricie,Québec,46.5184139,-72.7480689
15785,Marc,Plante,Marc Plante,m,1981,Sainte-Angèle-de-Prémont,Mauricie,Québec,46.363041,-73.057709
98781,Robert,Poëti,Robert Poëti,m,1955,Montréal,Montréal,Québec,45.5031824,-73.5698065
77650,Carole,Poirier,Carole Poirier,f,1958,Montréal,Montréal,Québec,45.5031824,-73.5698065
35407,Saul,Polo,Saul Polo,m,1975,,,Colombie,,
79155,Isabelle,Poulet,Isabelle Poulet,f,1968,Montréal,Montréal,Québec,45.5031824,-73.5698065
19808,Normand,Poulin,Normand Poulin,m,1954,Beauceville,Chaudière-Appalaches,Québec,46.210725,-70.774269
31526,Samuel,Poulin,Samuel Poulin,m,1991,,,Maroc,,
89124,Elisabeth,Prass,Elisabeth Prass,f,1979,Montréal,Montréal,Québec,45.5031824,-73.5698065
52013,Caroline,Proulx,Caroline Proulx,f,1966,Saint-Jean-de-Matha,Lanaudière,Québec,46.230203,-73.534927
64664,Marie-Eve,Proulx,Marie-Eve Proulx,f,,Saint-Pierre-de-la-Rivière-du-Sud,Chaudière-Appalaches,Québec,46.9138596,-70.6254264
85377,Sébastien,Proulx,Sébastien Proulx,m,1975,Montréal,Montréal,Québec,45.5031824,-73.5698065
76843,Suzanne,Proulx,Suzanne Proulx,f,1959,Laval,Laval,Québec,45.60558895,-73.73456014508847
15219,Luc,Provençal,Luc Provençal,m,1955,Beauceville,Chaudière-Appalaches,Québec,46.210725,-70.774269
97310,Daniel,Ratthé,Daniel Ratthé,m,1956,Chicoutimi,Saguenay–Lac-Saint-Jean,Québec,48.3370248,-71.12352613559267
82538,François,Rebello,François Rebello,m,1970,Montréal,Montréal,Québec,45.5031824,-73.5698065
82137,Claude,Reid,Claude Reid,m,1964,Valleyfield,Montérégie,Québec,45.2555575,-74.1316718
77464,Pierre,Reid,Pierre Reid,m,1948,Jonquière,Saguenay–Lac-Saint-Jean,Québec,48.4342285,-71.2542735965741
39256,Jeannine,Richard,Jeannine Richard,f,1952,Montréal,Montréal,Québec,45.5031824,-73.5698065
66902,Lorraine,Richard,Lorraine Richard,f,1959,Havre-Saint-Pierre,Côte-Nord,Québec,50.2463647,-63.6003951
24877,Monique,Richard,Monique Richard,f,1947,Jonquière,Saguenay–Lac-Saint-Jean,Québec,48.4342285,-71.2542735965741
32682,Roland,Richer,Roland Richer,m,1941,Wentworth-Nord,Laurentides,Québec,45.833802500000004,-74.47034247027358
18561,André,Riedl,André Riedl,m,1940,Montréal,Montréal,Québec,45.5031824,-73.5698065
10575,Jean,Rioux,Jean Rioux,m,1953,Trois-Rivières,Mauricie,Québec,46.3432325,-72.5428485
38300,Matthias,Rioux,Matthias Rioux,m,1934,Rivière-à-Claude,Gaspésie–Îles-de-la-Madeleine,Québec,49.15216075,-65.87309048582713
56345,Mathieu,Rivest,Mathieu Rivest,m,1967,Beauport,Capitale-Nationale,Québec,46.90711055,-71.21279691763314
14401,Marwah,Rizqy,Marwah Rizqy,f,1985,Montréal,Montréal,Québec,45.5031824,-73.5698065
52260,Jean-François,Roberge,Jean-François Roberge,m,1974,,Montérégie,Québec,,
14208,Gilles,Robert,Gilles Robert,m,1955,Saint-Jérôme,Laurentides,Québec,45.775426,-74.013176
38271,Hélène,Robert,Hélène Robert,f,1945,Sainte-Scholastique,Laurentides,Québec,45.652928,-74.093513
62692,Paule,Robitaille,Paule Robitaille,f,1962,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
92769,Nathalie,Rochefort,Nathalie Rochefort,f,1970,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
44062,Jean,Rochon,Jean Rochon,m,1938,Montréal,Montréal,Québec,45.5031824,-73.5698065
80605,Sylvain,Rochon,Sylvain Rochon,m,1961,Sorel-Tracy,Montérégie,Québec,46.044404,-73.104744
30644,Filomena,Rotiroti,Filomena Rotiroti,f,1974,Montréal,Montréal,Québec,45.5031824,-73.5698065
56363,Chantal,Rouleau,Chantal Rouleau,f,1959,Repentigny,Lanaudière,Québec,45.7326055,-73.4528307
61713,Jean,Rousselle,Jean Rousselle,m,1953,Montréal,Montréal,Québec,45.5031824,-73.5698065
90724,Jean-François,Roux,Jean-François Roux,m,1973,Victoriaville,Centre-du-Québec,Québec,46.0554948,-71.9598586
42930,Claude,Roy,Claude Roy,m,1952,Montmagny,Chaudière-Appalaches,Québec,46.9826328,-70.555916
94349,Nathalie,Roy,Nathalie Roy,f,1964,New Carlisle,Gaspésie–Îles-de-la-Madeleine,Québec,48.008789,-65.324508
29097,Suzanne,Roy,Suzanne Roy,f,1962,Sherbrooke,Estrie,Québec,45.403271,-71.889038
13225,Sylvain,Roy,Sylvain Roy,m,1964,Saint-Jean,,Nouveau-Brunswick,,
27626,Sylvie,Roy,Sylvie Roy,f,1964,La Tuque,Mauricie,Québec,47.441092,-72.78511
41363,Monique,Roy Verville,Monique Roy Verville,f,1961,Verdun,Montréal,Québec,45.459078,-73.5731774
96522,Claire,Samson,Claire Samson,f,1955,Montréal,Montréal,Québec,45.5031824,-73.5698065
43941,Monique,Sauvé,Monique Sauvé,f,1960,Montréal,Montréal,Québec,45.5031824,-73.5698065
93280,Valérie,Schmaltz,Valérie Schmaltz,f,,Strasbourg,,France,,
94803,Sébastien,Schneeberger,Sébastien Schneeberger,m,1973,,,Suisse,,
31656,Yves,Séguin,Yves Séguin,m,1951,Val-d'Or,Abitibi-Témiscamingue,Québec,48.1023356,-77.7875715
59276,Michelle,Setlakwe,Michelle Setlakwe,f,1973,Thetford Mines,Chaudière-Appalaches,Québec,46.091329,-71.30127
88331,Céline,Signori,Céline Signori,f,1938,Saint-Jean-sur-Richelieu,Montérégie,Québec,45.3056879,-73.2533401
95732,André,Simard,André Simard,m,1953,Normandin,Saguenay–Lac-Saint-Jean,Québec,48.837153,-72.529678
23400,Caroline,Simard,Caroline Simard,f,1974,Baie-Saint-Paul,Capitale-Nationale,Québec,47.444343,-70.505447
34867,Jean-François,Simard,Jean-François Simard,m,1966,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
80983,Serge,Simard,Serge Simard,m,1950,Chicoutimi,Saguenay–Lac-Saint-Jean,Québec,48.3370248,-71.12352613559267
46675,Sylvain,Simard,Sylvain Simard,m,1945,Chicoutimi,Saguenay–Lac-Saint-Jean,Québec,48.3370248,-71.12352613559267
18976,Christos,Sirros,Christos Sirros,m,1948,Athènes,,Grèce,,
53703,Christopher,Skeete,Christopher Skeete,m,1979,Montréal,Montréal,Québec,45.5031824,-73.5698065
30893,Gerry,Sklavounos,Gerry Sklavounos,m,1974,Montréal,Montréal,Québec,45.5031824,-73.5698065
56492,Chantal,Soucy,Chantal Soucy,f,1974,Saint-Rémi,Montérégie,Québec,45.2591064,-73.6188315
75431,Jean-Pierre,Soucy,Jean-Pierre Soucy,m,1952,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
44669,André,Spénard,André Spénard,m,1950,Thetford Mines,Chaudière-Appalaches,Québec,46.091329,-71.30127
39106,Danielle,St-Amand,Danielle St-Amand,f,1964,Sainte-Thècle,Mauricie,Québec,46.8152514,-72.5062351
27087,Jean-Claude,St-André,Jean-Claude St-André,m,1962,Montréal,Montréal,Québec,45.5031824,-73.5698065
73049,Bertrand,St-Arnaud,Bertrand St-Arnaud,m,1958,Montréal,Montréal,Québec,45.5031824,-73.5698065
12830,Yves,St-Denis,Yves St-Denis,m,1963,Brownsburg,Laurentides,Québec,45.676516,-74.4046061
61414,Michelyne,St-Laurent,Michelyne St-Laurent,f,1948,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
38470,François,St-Louis,François St-Louis,m,1967,Joliette,Lanaudière,Québec,46.0239798,-73.4419936
10162,Christine,St-Pierre,Christine St-Pierre,f,1953,Saint-Roch-des-Aulnaies,Chaudière-Appalaches,Québec,47.3111669,-70.1775045
51408,Paul,St-Pierre Plamondon,Paul St-Pierre Plamondon,m,1977,Trois-Rivières,Mauricie,Québec,46.3432325,-72.5428485
12881,Stéphane,Sainte-Croix,Stéphane Sainte-Croix,m,1969,Rimouski,Bas-Saint-Laurent,Québec,48.450155,-68.529968
98383,Claude,Surprenant,Claude Surprenant,m,1963,,,,,
24468,Gilles,Taillon,Gilles Taillon,m,1945,Saint-Jérôme,Laurentides,Québec,45.775426,-74.013176
39080,Marc,Tanguay,Marc Tanguay,m,1973,,,,,
11290,Denis,Tardif,Denis Tardif,m,,,,,,
16799,Marie-Louise,Tardif,Marie-Louise Tardif,f,,Sainte-Anne-de-la-Pocatière,Bas-Saint-Laurent,Québec,47.34799075,-70.00387120304163
71694,Carole,Théberge,Carole Théberge,f,1953,Saint-Philémon,Chaudière-Appalaches,Québec,46.682892,-70.454636
13522,Lise,Thériault,Lise Thériault,f,1966,Toronto,,Ontario,,
76951,Luc,Thériault,Luc Thériault,m,1960,Montréal,Montréal,Québec,45.5031824,-73.5698065
44366,Alain,Therrien,Alain Therrien,m,1966,Verdun,Montréal,Québec,45.459078,-73.5731774
93311,Jean-François,Therrien,Jean-François Therrien,m,1969,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
92457,Louis-Charles,Thouin,Louis-Charles Thouin,m,1971,,,,,
92888,Tony,Tomassi,Tony Tomassi,m,1971,Montréal,Montréal,Québec,45.5031824,-73.5698065
77496,André,Tranchemontagne,André Tranchemontagne,m,1939,Montréal,Montréal,Québec,45.5031824,-73.5698065
19478,Mathieu,Traversy,Mathieu Traversy,m,1984,Mascouche,Lanaudière,Québec,45.7453521,-73.6005591
52166,François,Tremblay,François Tremblay,m,1970,Chicoutimi,Saguenay–Lac-Saint-Jean,,,
41246,Guillaume,Tremblay,Guillaume Tremblay,m,1984,Mascouche,Lanaudière,Québec,45.7453521,-73.6005591
78050,Stéphan,Tremblay,Stéphan Tremblay,m,1973,Alma,Saguenay–Lac-Saint-Jean,Québec,48.548887,-71.651459
86777,Suzanne,Tremblay,Suzanne Tremblay,f,1977,Chicoutimi-Nord,Saguenay–Lac-Saint-Jean,Québec,48.4382053,-71.0750109
20978,Véronyque,Tremblay,Véronyque Tremblay,f,1974,Jonquière,Saguenay–Lac-Saint-Jean,Québec,48.4342285,-71.2542735965741
61824,Denis,Trottier,Denis Trottier,m,1952,Dolbeau-Mistassini,Saguenay–Lac-Saint-Jean,Québec,48.883231,-72.233734
90859,Denise,Trudel,Denise Trudel,f,1955,Alma,Saguenay–Lac-Saint-Jean,Québec,48.548887,-71.651459
89845,Luc,Trudel,Luc Trudel,m,1970,Shawinigan,Mauricie,Québec,46.5396581,-72.7518637
36819,Rémy,Trudel,Rémy Trudel,m,1948,Sainte-Thècle,Mauricie,Québec,46.8152514,-72.5062351
93789,Dave,Turcotte,Dave Turcotte,m,1983,Longueuil,Montérégie,Québec,45.521906,-73.4644578
62145,Daniel,Turp,Daniel Turp,m,1955,Verdun,Montréal,Québec,45.459078,-73.5731774
18111,Stéphanie,Vallée,Stéphanie Vallée,f,1971,Sherbrooke,Estrie,Québec,45.403271,-71.889038
61332,Karine,Vallières,Karine Vallières,f,1978,Danville,Estrie,Québec,45.7856014,-72.0156005
98601,Yvon,Vallières,Yvon Vallières,m,1949,Danville,Estrie,Québec,45.7856014,-72.0156005
69171,Jonathan,Valois,Jonathan Valois,m,1971,Sorel,Montérégie,Québec,46.044404,-73.104744
57060,Cécile,Vermette,Cécile Vermette,f,1945,Montréal,Montréal,Québec,45.5031824,-73.5698065
34408,Dominique,Vien,Dominique Vien,f,1967,Lévis,Chaudière-Appalaches,Québec,46.8033114,-71.1778792
35429,André,Villeneuve,André Villeneuve,m,1961,Lavaltrie,Lanaudière,Québec,45.883078,-73.282242
30229,Alexis,Wawanoloath,Alexis Wawanoloath,m,1982,Val-d'Or,Abitibi-Témiscamingue,Québec,48.1023356,-77.7875715
66766,Kathleen,Weil,Kathleen Weil,f,1954,Montréal,Montréal,Québec,45.5031824,-73.5698065
65862,David,Whissell,David Whissell,m,1967,Montréal,Montréal,Québec,45.5031824,-73.5698065
95674,Russell,Williams,Russell Williams,m,1953,London,,Ontario,,
16275,Alejandra,Zaga Mendez,Alejandra Zaga Mendez,f,1988,,,Pérou,,
61820,Élaine,Zakaïb,Élaine Zakaïb,f,1959,Sorel,Montérégie,Québec,46.044404,-73.104744
76572,Sol,Zanetti,Sol Zanetti,m,1982,Québec,Capitale-Nationale,Québec,46.8137431,-71.2084061
